=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     letter
Instances:    16000
Attributes:   17
              x-box
              y-box
              width
              high
              onpix
              x-bar
              y-bar
              x2bar
              y2bar
              xybar
              x2ybr
              xy2br
              x-ege
              xegvy
              y-ege
              yegvx
              class
Test mode:    10-fold cross-validation

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 9.4 seconds

=== Predictions on test data ===

    inst#     actual  predicted error prediction
      845        8:H        8:H       0.99 
      846       17:Q       17:Q       0.6 
      847       17:Q       17:Q       0.97 
      848       17:Q       17:Q       0.87 
      849       17:Q       17:Q       0.88 
      850       17:Q       17:Q       1 
      851       17:Q       17:Q       0.23 
      852       17:Q       17:Q       0.97 
      853       17:Q       17:Q       0.99 
      854       17:Q       17:Q       0.46 
      855       17:Q       17:Q       0.9 
      856       17:Q        2:B   +   0.38 
      857       17:Q       17:Q       0.61 
      858       17:Q       17:Q       1 
      859       17:Q       15:O   +   0.6 
      860       17:Q       17:Q       0.71 
      861       17:Q       17:Q       0.83 
      862       17:Q       17:Q       0.85 
      863       17:Q       17:Q       0.99 
      864       17:Q       17:Q       0.99 
      865       17:Q       17:Q       0.91 
      866       17:Q       17:Q       0.99 
      867       17:Q       17:Q       0.6 
      868       17:Q       17:Q       0.8 
      869       17:Q       17:Q       0.42 
      870       17:Q       17:Q       0.98 
      871       17:Q       17:Q       0.82 
      872       17:Q       17:Q       0.93 
      873       17:Q       17:Q       0.61 
      874       17:Q       17:Q       0.99 
      875       17:Q       17:Q       1 
      876       17:Q       17:Q       0.7 
      877       17:Q       17:Q       0.82 
      878       17:Q       17:Q       0.76 
      879       17:Q       17:Q       0.98 
      880       17:Q       17:Q       1 
      881       17:Q       17:Q       0.45 
      882       17:Q       17:Q       0.42 
      883       17:Q       17:Q       0.99 
      884       17:Q       17:Q       0.94 
      885       17:Q       17:Q       0.82 
      886       17:Q       17:Q       0.98 
      887       17:Q       17:Q       0.93 
      888       17:Q       17:Q       0.81 
      889       17:Q       17:Q       0.58 
      890       17:Q       17:Q       0.91 
      891       17:Q       17:Q       0.98 
      892       17:Q       17:Q       0.96 
      893       17:Q       17:Q       0.96 
      894       17:Q       17:Q       0.61 
      895       17:Q       17:Q       0.87 
      896       17:Q       17:Q       0.22 
      897       17:Q       15:O   +   0.6 
      898       17:Q       17:Q       0.79 
      899       17:Q       17:Q       0.97 
      900       17:Q       17:Q       0.87 
      901       17:Q       15:O   +   0.44 
      902       17:Q       17:Q       0.92 
      903       17:Q       17:Q       0.76 
      904       17:Q       15:O   +   0.39 
      905       17:Q       17:Q       0.98 
      906       17:Q       17:Q       0.99 
      907       17:Q       17:Q       0.82 
      908       17:Q       17:Q       0.61 
      909       17:Q       17:Q       0.74 
      910        2:B        2:B       1 
      911        2:B        2:B       0.38 
      912        2:B        2:B       0.97 
      913        2:B        2:B       0.98 
      914        2:B        2:B       0.56 
      915        2:B        2:B       0.85 
      916        2:B        2:B       1 
      917        2:B        2:B       0.97 
      918        2:B        2:B       0.53 
      919        2:B        2:B       0.69 
      920        2:B        2:B       0.67 
      921        2:B        2:B       0.82 
      922        2:B        2:B       0.97 
      923        2:B        2:B       1 
      924        2:B        2:B       0.98 
      925        2:B        2:B       1 
      926        2:B        2:B       0.35 
      927        2:B        2:B       0.96 
      928        2:B        2:B       0.65 
      929        2:B        2:B       0.31 
      930        2:B        2:B       1 
      931        2:B        2:B       0.3 
      932        2:B        2:B       0.72 
      933        2:B        2:B       0.98 
      934        2:B        2:B       0.94 
      935        2:B        2:B       0.96 
      936        2:B        2:B       1 
      937        2:B        2:B       0.95 
      938        2:B        2:B       0.99 
      939        2:B        2:B       0.29 
      940        2:B        2:B       0.84 
      941        2:B        2:B       0.85 
      942        2:B        2:B       1 
      943        2:B        2:B       0.87 
      944        2:B        2:B       0.98 
      945        2:B        2:B       0.97 
      946        2:B       11:K   +   0.36 
      947        2:B        2:B       0.68 
      948        2:B        2:B       0.64 
      949        2:B        2:B       0.99 
      950        2:B        2:B       0.3 
      951        2:B        2:B       0.84 
      952        2:B        2:B       0.57 
      953        2:B        2:B       1 
      954        2:B        2:B       0.54 
      955        2:B        2:B       0.91 
      956        2:B        2:B       0.97 
      957        2:B        2:B       0.33 
      958        2:B        2:B       0.74 
      959        2:B        2:B       0.5 
      960        2:B        2:B       0.3 
      961        2:B        2:B       1 
      962        2:B        2:B       0.79 
      963        2:B        2:B       0.76 
      964        2:B        2:B       0.89 
      965        2:B        2:B       0.59 
      966        2:B        2:B       0.53 
      967        2:B        2:B       0.87 
      968        2:B        2:B       0.53 
      969        2:B        2:B       0.98 
      970        2:B        2:B       0.96 
      971       25:Y       25:Y       1 
      972       25:Y       25:Y       1 
      973       25:Y       25:Y       1 
      974       25:Y       25:Y       0.99 
      975       25:Y       25:Y       0.82 
      976       25:Y       25:Y       1 
      977       25:Y       25:Y       0.74 
      978       25:Y       25:Y       1 
      979       25:Y       25:Y       1 
      980       25:Y       25:Y       0.98 
      981       25:Y       25:Y       0.55 
      982       25:Y       25:Y       0.91 
      983       25:Y       25:Y       1 
      984       25:Y       25:Y       0.98 
      985       25:Y       25:Y       0.96 
      986       25:Y       25:Y       0.98 
      987       25:Y       25:Y       0.97 
      988       25:Y       25:Y       1 
      989       25:Y       25:Y       0.69 
      990       25:Y       25:Y       0.76 
      991       25:Y       25:Y       1 
      992       25:Y       25:Y       1 
      993       25:Y       25:Y       1 
      994       25:Y       25:Y       0.57 
      995       25:Y       21:U   +   0.28 
      996       25:Y       25:Y       0.98 
      997       25:Y       25:Y       0.93 
      998       25:Y       25:Y       0.82 
      999       25:Y       25:Y       0.89 
     1000       25:Y        4:D   +   0.32 
     1001       25:Y       25:Y       0.69 
     1002       25:Y       25:Y       0.9 
     1003       25:Y       25:Y       0.76 
     1004       25:Y       25:Y       1 
     1005       25:Y       25:Y       0.99 
     1006       25:Y       25:Y       0.81 
     1007       25:Y       25:Y       0.95 
     1008       25:Y       25:Y       1 
     1009       25:Y       25:Y       0.89 
     1010       25:Y       25:Y       1 
     1011       25:Y       25:Y       0.99 
     1012       25:Y       25:Y       0.94 
     1013       25:Y       25:Y       1 
     1014       25:Y       25:Y       1 
     1015       25:Y       25:Y       0.97 
     1016       25:Y       25:Y       1 
     1017       25:Y       25:Y       1 
     1018       25:Y       25:Y       0.51 
     1019       25:Y       25:Y       0.99 
     1020       25:Y       25:Y       0.59 
     1021       25:Y       25:Y       0.99 
     1022       25:Y       25:Y       1 
     1023       25:Y       25:Y       0.58 
     1024       25:Y       25:Y       0.99 
     1025       25:Y       25:Y       1 
     1026       25:Y       25:Y       0.68 
     1027       25:Y       25:Y       0.79 
     1028       25:Y       25:Y       0.55 
     1029       25:Y       25:Y       0.73 
     1030       25:Y       25:Y       0.72 
     1031       25:Y       25:Y       0.98 
     1032       25:Y       25:Y       0.85 
     1033       25:Y       25:Y       0.75 
     1034       25:Y       25:Y       1 
     1035        9:I        9:I       1 
     1036        9:I        9:I       1 
     1037        9:I        9:I       1 
     1038        9:I        9:I       0.95 
     1039        9:I        9:I       0.54 
